run_id,msg_size,4_Avg-Duration_s,4_Min-Duration_s,4_Max-Duration_s,4_Median-Duration_s,4_MainRank-Duration_s
1,32768,0.000324381,6.6144e-05,0.00051488,0.000487494,7.4752e-05
1,32768,0.000318116,6.4847e-05,0.000509668,0.000473036,7.1523e-05
1,32768,0.000181306,6.8564e-05,0.0002771,0.000243436,7.1175e-05
1,32768,0.000166725,6.6998e-05,0.000248756,0.000221128,7.2445e-05
1,32768,0.000165344,6.5438e-05,0.000256681,0.000220444,7.2661e-05
1,32768,0.000133277,6.6758e-05,0.000188973,0.000168496,6.8223e-05
1,32768,7.509e-05,6.5364e-05,8.1596e-05,7.5548e-05,7.0819e-05
1,32768,7.5672e-05,6.6833e-05,8.1379e-05,7.6578e-05,7.374e-05
1,32768,7.3957e-05,6.7956e-05,8.2981e-05,7.26e-05,7.4891e-05
1,32768,7.3254e-05,6.8109e-05,7.9818e-05,7.3384e-05,7.3644e-05
1,32768,7.7094e-05,6.6898e-05,0.000106692,7.5579e-05,7.4675e-05
1,32768,0.000134206,6.3603e-05,0.000194536,0.000162152,8.4715e-05
1,32768,0.000170087,6.8369e-05,0.000272551,0.000219764,7.0872e-05
1,32768,0.000189951,0.00011739,0.000269324,0.000224797,0.000118004
1,32768,0.000224355,6.5935e-05,0.000359331,0.000313683,7.2701e-05
1,32768,0.000343113,6.9136e-05,0.00055487,0.000517635,7.537e-05
1,32768,0.000391423,6.4585e-05,0.000657399,0.000596574,8.0833e-05
1,32768,0.000320058,6.6439e-05,0.000504909,0.000480647,7.1495e-05
1,32768,0.000227733,6.765e-05,0.00036331,0.000322812,7.3124e-05
1,32768,0.000201704,6.8869e-05,0.000307207,0.000278854,7.1308e-05
1,32768,0.000139761,6.9183e-05,0.000198783,0.000175905,6.9183e-05
1,32768,8.1775e-05,6.5928e-05,9.9996e-05,8.2517e-05,7.359e-05
1,32768,8.1383e-05,6.341e-05,9.7296e-05,8.3824e-05,7.2003e-05
1,32768,7.7839e-05,6.5758e-05,8.6176e-05,7.7016e-05,7.9331e-05
1,32768,7.4754e-05,6.4143e-05,8.2804e-05,7.5446e-05,7.5011e-05
1,32768,7.7618e-05,6.7979e-05,9.0403e-05,7.7703e-05,7.5617e-05
1,32768,9.7607e-05,6.178e-05,0.000181189,9.9627e-05,7.3947e-05
1,32768,0.000108515,6.9826e-05,0.000163926,0.000117658,7.397e-05
1,32768,0.000107846,6.3936e-05,0.000148935,0.000120426,7.1534e-05
1,32768,9.0656e-05,6.6772e-05,0.00011935,9.336e-05,7.4969e-05
1,32768,0.000111309,6.6269e-05,0.000174956,0.000125422,7.2308e-05
1,32768,0.000143703,6.4038e-05,0.000228265,0.000179552,7.2419e-05
1,32768,0.000170165,6.7026e-05,0.000254646,0.000224675,8.032e-05
1,32768,0.000162834,6.862e-05,0.000245275,0.000213565,7.3317e-05
1,32768,0.00013184,6.2604e-05,0.000184824,0.000166221,7.4282e-05
1,32768,0.000114622,6.6198e-05,0.00016531,0.000134079,7.5432e-05
1,32768,9.4004e-05,6.5821e-05,0.000149869,0.000100378,7.421e-05
1,32768,0.000110799,7.0831e-05,0.000151302,0.000124101,7.7326e-05
1,32768,0.000104569,6.5765e-05,0.000150955,0.000117993,7.1327e-05
1,32768,0.000104356,6.5207e-05,0.000142247,0.000117192,7.6288e-05
1,32768,8.8434e-05,6.4375e-05,0.000124699,9.3901e-05,7.1689e-05
1,32768,8.1132e-05,6.4579e-05,0.000101879,7.9918e-05,7.5333e-05
1,32768,7.885e-05,6.8358e-05,9.0837e-05,7.7988e-05,7.1742e-05
1,32768,7.647e-05,6.4782e-05,8.657e-05,7.6579e-05,7.3599e-05
1,32768,7.9252e-05,7.2059e-05,8.5013e-05,7.9592e-05,7.4631e-05
1,32768,7.5147e-05,6.9332e-05,8.9487e-05,7.5097e-05,7.8764e-05
1,32768,8.0393e-05,6.94e-05,9.6614e-05,8.0445e-05,7.087e-05
1,32768,8.2042e-05,7.015e-05,0.00010094,8.2191e-05,7.9432e-05
1,32768,8.7504e-05,6.7916e-05,0.000119064,8.7802e-05,7.4959e-05
1,32768,9.0293e-05,6.7641e-05,0.000130131,9.2502e-05,7.242e-05
1,32768,0.000101277,7.0311e-05,0.00013553,0.000105977,7.629e-05
1,32768,9.5648e-05,6.8135e-05,0.000129175,0.000101113,6.9541e-05
1,32768,7.4669e-05,6.3357e-05,7.8947e-05,7.5918e-05,7.258e-05
1,32768,7.4118e-05,6.553e-05,7.8488e-05,7.5738e-05,7.7113e-05
1,32768,7.9873e-05,6.6249e-05,8.7923e-05,8.2646e-05,7.9284e-05
1,32768,7.3421e-05,6.4129e-05,7.8266e-05,7.4697e-05,7.2705e-05
1,32768,7.3235e-05,6.5418e-05,7.8262e-05,7.4201e-05,7.6229e-05
1,32768,7.5822e-05,6.8266e-05,8.341e-05,7.6647e-05,7.7105e-05
1,32768,8.7682e-05,6.6699e-05,0.000154034,7.9025e-05,7.4759e-05
1,32768,0.000126856,6.5962e-05,0.000379888,0.000114995,7.2849e-05
1,32768,0.00025352,6.7558e-05,0.000418706,0.000362579,7.3612e-05
1,32768,0.000317272,6.5524e-05,0.000500207,0.000478013,7.0988e-05
1,32768,0.000345215,6.8068e-05,0.000577016,0.000520515,7.6406e-05
1,32768,0.000347077,6.8371e-05,0.000573475,0.000522583,7.3443e-05
1,32768,0.000220436,6.7735e-05,0.000350415,0.000310853,7.4725e-05
1,32768,0.000167024,6.6663e-05,0.000265263,0.000221521,7.3506e-05
1,32768,0.000175075,6.9617e-05,0.000277201,0.000235142,7.1654e-05
1,32768,0.000119469,6.5499e-05,0.000163528,0.000142931,7.3189e-05
1,32768,7.2561e-05,6.4913e-05,8.4363e-05,7.3265e-05,7.2316e-05
1,32768,7.6349e-05,6.9796e-05,8.1967e-05,7.5667e-05,7.2576e-05
1,32768,7.6585e-05,6.8602e-05,8.2376e-05,7.6796e-05,7.6926e-05
1,32768,7.483e-05,6.7346e-05,8.1111e-05,7.5102e-05,7.1384e-05
1,32768,7.4691e-05,6.6494e-05,7.9196e-05,7.48e-05,7.3304e-05
1,32768,7.3644e-05,6.7391e-05,7.6191e-05,7.4118e-05,7.3713e-05
1,32768,7.5865e-05,6.8912e-05,8.0939e-05,7.6641e-05,7.9883e-05
1,32768,0.000181901,7.0621e-05,0.000494691,0.000169561,7.6208e-05
1,32768,0.00016148,6.7119e-05,0.000295761,0.000184469,7.5173e-05
1,32768,0.000109852,7.7559e-05,0.000195264,0.000100498,8.0473e-05
1,32768,0.000157886,0.000128562,0.000288103,0.000145243,0.000139204
1,32768,0.00026257,7.1102e-05,0.000428005,0.000377438,7.6792e-05
1,32768,0.000349327,6.4403e-05,0.000578753,0.00052895,7.1632e-05
1,32768,0.000346019,6.7654e-05,0.000552696,0.000527301,7.2979e-05
1,32768,0.000210724,6.55e-05,0.000336914,0.000297382,6.6766e-05
1,32768,0.000190013,6.2612e-05,0.000298075,0.000260313,7.4308e-05
1,32768,0.000181815,6.8361e-05,0.00027263,0.000246755,7.2822e-05
1,32768,0.000100945,6.4787e-05,0.000130579,0.000115295,7.079e-05
1,32768,7.5511e-05,6.8356e-05,8.1414e-05,7.5365e-05,7.0891e-05
1,32768,7.838e-05,6.8956e-05,8.3777e-05,8.0201e-05,7.5878e-05
1,32768,7.3875e-05,6.6858e-05,7.7875e-05,7.4625e-05,7.5777e-05
1,32768,7.5119e-05,6.811e-05,7.9348e-05,7.5651e-05,7.638e-05
1,32768,7.516e-05,6.6199e-05,8.0162e-05,7.5942e-05,7.4184e-05
1,32768,7.4234e-05,6.8517e-05,7.9846e-05,7.3938e-05,7.3749e-05
1,32768,7.6383e-05,6.7276e-05,0.000100006,7.6957e-05,6.9565e-05
1,32768,7.6366e-05,6.2792e-05,9.2362e-05,7.5388e-05,7.0147e-05
1,32768,7.8712e-05,7.1216e-05,0.000142482,7.6875e-05,7.4511e-05
1,32768,0.00014976,6.3283e-05,0.000222445,0.000193319,6.9457e-05
1,32768,7.7041e-05,6.7622e-05,0.000106849,7.6514e-05,7.359e-05
1,32768,0.000125704,6.7884e-05,0.000204565,0.000152047,7.5336e-05
1,32768,0.000156542,6.6858e-05,0.000256076,0.000200854,7.6196e-05
1,32768,0.000186162,6.5114e-05,0.000296893,0.000253003,7.193e-05
1,32768,0.000249716,6.652e-05,0.000409352,0.000361009,7.4774e-05
1,32768,0.000287339,6.927e-05,0.000468264,0.000426531,7.4892e-05
1,32768,0.000313611,6.5189e-05,0.000493088,0.00047061,7.6384e-05
1,32768,0.000207564,6.5359e-05,0.000316021,0.000291724,7.1191e-05
1,32768,0.000127264,6.6086e-05,0.000178807,0.000154366,7.102e-05
1,32768,8.9214e-05,6.8169e-05,0.000115937,9.11e-05,7.1214e-05
1,32768,7.9053e-05,6.9057e-05,9.5808e-05,7.8972e-05,7.3091e-05
1,32768,8.0063e-05,6.0451e-05,9.6206e-05,8.0647e-05,7.2338e-05
1,32768,8.2037e-05,6.9288e-05,0.000102871,8.272e-05,7.5309e-05
1,32768,8.2383e-05,6.9289e-05,0.00010504,8.2037e-05,7.2955e-05
1,32768,8.236e-05,6.8231e-05,0.000106489,7.9173e-05,7.2231e-05
1,32768,7.5942e-05,6.89e-05,8.0262e-05,7.7167e-05,7.2954e-05
1,32768,7.432e-05,6.6017e-05,7.9835e-05,7.546e-05,7.6257e-05
1,32768,7.8931e-05,6.8873e-05,8.6484e-05,8.2116e-05,7.6753e-05
1,32768,7.4624e-05,6.5537e-05,8.0339e-05,7.5869e-05,7.4572e-05
1,32768,7.421e-05,6.8727e-05,7.8848e-05,7.428e-05,7.4009e-05
1,32768,7.4367e-05,6.5207e-05,8.0769e-05,7.4386e-05,7.5759e-05
1,32768,8.3743e-05,6.6624e-05,0.000106659,8.2766e-05,7.5163e-05
1,32768,7.4423e-05,6.604e-05,8.6581e-05,7.3851e-05,7.0125e-05
1,32768,7.5616e-05,6.8581e-05,0.000102921,7.5588e-05,7.2177e-05
1,32768,8.4498e-05,6.9313e-05,0.000127152,7.7223e-05,6.9313e-05
1,32768,0.000122117,7.8912e-05,0.000260662,0.000107849,9.915e-05
1,32768,0.000179363,6.8549e-05,0.00028622,0.000241434,7.2941e-05
1,32768,0.000158846,6.8413e-05,0.000242029,0.000207174,7.3588e-05
1,32768,9.9661e-05,6.8088e-05,0.000136684,0.000108374,7.2328e-05
1,32768,7.7024e-05,6.598e-05,9.0128e-05,7.7153e-05,7.0646e-05
1,32768,8.692e-05,6.6551e-05,0.000108863,9.0885e-05,7.3761e-05
1,32768,9.6234e-05,6.7553e-05,0.000128756,0.000102025,7.0983e-05
1,32768,0.000127871,6.8081e-05,0.000211959,0.000155339,7.4849e-05
1,32768,0.000130267,6.6437e-05,0.000210283,0.000158047,7.6948e-05
1,32768,0.000174619,6.6495e-05,0.00026751,0.000235882,7.1759e-05
1,32768,0.000146013,6.7051e-05,0.000214283,0.000183429,7.6587e-05
1,32768,0.000128933,7.2031e-05,0.000189279,0.000155986,7.3044e-05
1,32768,0.000144137,6.7503e-05,0.000245734,0.000182496,7.776e-05
1,32768,0.000188166,6.3618e-05,0.000286423,0.000258675,6.8951e-05
1,32768,0.000153584,6.3111e-05,0.000230694,0.000201648,7.0311e-05
1,32768,7.7213e-05,6.4751e-05,8.7238e-05,7.7623e-05,7.1508e-05
1,32768,7.5761e-05,6.6878e-05,8.2649e-05,7.64e-05,7.3279e-05
1,32768,7.5296e-05,6.3726e-05,7.9946e-05,7.7253e-05,7.7038e-05
1,32768,7.2137e-05,6.3207e-05,7.8432e-05,7.1885e-05,7.018e-05
1,32768,7.553e-05,6.5512e-05,8.265e-05,7.6423e-05,7.5188e-05
1,32768,7.6699e-05,6.8956e-05,9.7002e-05,7.5585e-05,7.1592e-05
1,32768,9.3974e-05,6.4506e-05,0.000139386,9.9109e-05,7.1203e-05
1,32768,0.000217716,6.3133e-05,0.000333425,0.000306707,7.0682e-05
1,32768,0.000178544,6.5444e-05,0.000280326,0.000238905,7.2713e-05
1,32768,0.000194967,6.9204e-05,0.000317637,0.000267518,7.0157e-05
1,32768,0.000299031,6.5403e-05,0.000509184,0.000441761,7.2622e-05
1,32768,0.000447835,6.754e-05,0.000754835,0.000692746,7.2415e-05
1,32768,0.000311146,6.4131e-05,0.00048789,0.000466775,7.2278e-05
1,32768,0.000222053,6.6096e-05,0.000338718,0.000317075,7.3504e-05
1,32768,0.000206451,6.9159e-05,0.000324576,0.000287559,7.326e-05
1,32768,0.000179734,6.8463e-05,0.000267255,0.000243383,7.0346e-05
1,32768,8.1386e-05,6.2353e-05,9.42e-05,8.278e-05,7.7057e-05
1,32768,7.2017e-05,6.2944e-05,7.816e-05,7.2628e-05,7.2381e-05
1,32768,7.6007e-05,6.4295e-05,8.116e-05,7.6867e-05,7.4406e-05
1,32768,7.4417e-05,6.8005e-05,7.8847e-05,7.5311e-05,6.8773e-05
1,32768,7.3312e-05,6.3176e-05,8.0504e-05,7.3825e-05,7.9565e-05
1,32768,7.4901e-05,6.8932e-05,7.9879e-05,7.5697e-05,7.5635e-05
