run_id,msg_size,2_Avg-Duration_s,2_Min-Duration_s,2_Max-Duration_s,2_Median-Duration_s,2_MainRank-Duration_s
1,512,0.000374534,0.000367252,0.000386752,0.000372879,0.000368756
1,512,0.000384795,0.000373785,0.000404867,0.000382311,0.000382011
1,512,0.000375109,0.00036019,0.000388267,0.000375007,0.000363466
1,512,0.000381414,0.000369536,0.000389913,0.000381486,0.000384496
1,512,0.000371383,0.000364829,0.000378856,0.000371461,0.000367603
1,512,0.000367641,0.000362734,0.00037331,0.000367283,0.00036601
1,512,0.000370263,0.000365862,0.000376268,0.000370059,0.000367904
1,512,0.000369033,0.000365369,0.000373376,0.000368911,0.000367503
1,512,0.000370734,0.000365688,0.000378355,0.000370357,0.000368034
1,512,0.000370054,0.000365981,0.000375407,0.000370139,0.000368966
1,512,0.00037253,0.000364828,0.000378966,0.000372298,0.000369948
1,512,0.000370449,0.000367123,0.000378655,0.000370179,0.000370028
1,512,0.000370465,0.000361652,0.000376434,0.000370791,0.000367974
1,512,0.000370912,0.000367305,0.000375148,0.000370534,0.000372283
1,512,0.000368036,0.000362647,0.000373184,0.000367412,0.000365199
1,512,0.000370114,0.000365572,0.000374425,0.000370054,0.000367633
1,512,0.000368364,0.000365407,0.000371581,0.000368225,0.000367984
1,512,0.000370705,0.00036569,0.000375536,0.000370734,0.000370188
1,512,0.000371904,0.000366686,0.000379697,0.000371673,0.000368736
1,512,0.000519208,0.000363994,0.000621719,0.000572551,0.000610696
1,512,0.000370263,0.000363116,0.000378027,0.000371116,0.000366271
1,512,0.00036789,0.000363639,0.000370559,0.000367886,0.000368705
1,512,0.000373166,0.000368726,0.000377001,0.000373125,0.000370719
1,512,0.000370349,0.000362214,0.000375392,0.000371089,0.000365049
1,512,0.000369605,0.000364826,0.000374407,0.000369679,0.000369236
1,512,0.000370026,0.000364308,0.000374937,0.000369746,0.000367092
1,512,0.000366576,0.000363363,0.000369298,0.000366613,0.000364698
1,512,0.000369381,0.000365406,0.000372249,0.000369382,0.000368205
1,512,0.000372236,0.000364007,0.000390417,0.000368732,0.000364558
1,512,0.000369381,0.000362193,0.000374987,0.00036959,0.000366982
1,512,0.000367801,0.000362133,0.000374991,0.000367021,0.000365359
1,512,0.000433353,0.000365791,0.000546006,0.000372577,0.000372122
1,512,0.000370815,0.000364868,0.000375047,0.000371311,0.000371471
1,512,0.000367346,0.000364439,0.000370442,0.000367337,0.000367854
1,512,0.000369113,0.000363807,0.000374987,0.000369212,0.000366922
1,512,0.000367172,0.000362074,0.000372813,0.000366286,0.000364918
1,512,0.000369057,0.000366231,0.000373085,0.000368869,0.000366892
1,512,0.000367586,0.000361053,0.000372426,0.000367483,0.000364707
1,512,0.000369563,0.000362975,0.000374894,0.000369581,0.00036556
1,512,0.000369975,0.000363887,0.000374386,0.000369993,0.000367513
1,512,0.000367505,0.000362423,0.000373666,0.000367117,0.000364147
1,512,0.000376203,0.000369808,0.000382693,0.000376464,0.000378515
1,512,0.000370695,0.000364598,0.000375207,0.000370695,0.000366281
1,512,0.000372676,0.000368535,0.000375848,0.000372768,0.000368535
1,512,0.000367731,0.000361171,0.000373214,0.000367467,0.0003663
1,512,0.000369757,0.000365201,0.000373965,0.000370025,0.000368245
1,512,0.000367656,0.000364439,0.00037234,0.000367553,0.000366681
1,512,0.000367406,0.000363355,0.000373375,0.000367373,0.000366632
1,512,0.000471442,0.000364578,0.000896628,0.000370596,0.000371
1,512,0.000508372,0.000338336,0.000525358,0.000511848,0.000512645
1,512,0.000372834,0.000368232,0.000380388,0.000372533,0.000372863
1,512,0.00036869,0.000363348,0.000373334,0.000368671,0.000368245
1,512,0.000369766,0.000365651,0.000375369,0.000369652,0.000367002
1,512,0.000367869,0.000364327,0.000374977,0.000367684,0.000368555
1,512,0.000367031,0.000361354,0.000373125,0.000367042,0.000364147
1,512,0.000368681,0.000365691,0.000372864,0.000368601,0.000368214
1,512,0.000370774,0.000362333,0.000394446,0.000366758,0.000365128
1,512,0.000370197,0.000366109,0.000377753,0.000369536,0.000367593
1,512,0.000368425,0.00036545,0.000371266,0.000368514,0.000368214
1,512,0.000371765,0.000367563,0.000375609,0.00037176,0.000370358
1,512,0.00037057,0.000366229,0.000374919,0.000370916,0.000369777
1,512,0.000367841,0.000363516,0.000373475,0.000367612,0.000366461
1,512,0.000370344,0.000365708,0.000377012,0.000370078,0.00037082
1,512,0.000368375,0.000361953,0.000374346,0.000368098,0.000365028
1,512,0.000369777,0.000365777,0.000373195,0.000369893,0.000369648
1,512,0.000366846,0.000363073,0.000370068,0.000366996,0.000366111
1,512,0.000371835,0.000362846,0.000400549,0.000368584,0.000365208
1,512,0.000368835,0.000362915,0.000374899,0.000368696,0.000366832
1,512,0.000367532,0.000362296,0.000373384,0.000367257,0.000364558
1,512,0.000370355,0.000366793,0.000374136,0.000370183,0.000368836
1,512,0.000642133,0.000361943,0.00091932,0.000643159,0.000914284
1,512,0.000369301,0.000365036,0.000373044,0.000369517,0.000368846
