run_id,msg_size,2_Avg-Duration_s,2_Min-Duration_s,2_Max-Duration_s,2_Median-Duration_s,2_MainRank-Duration_s
1,512,0.000267365,0.000239474,0.000298213,0.000266659,0.000266577
1,512,0.00025989,0.000244532,0.000271356,0.000260159,0.000256951
1,512,0.000245966,0.000226659,0.000262709,0.000245054,0.000245486
1,512,0.000245302,0.000231331,0.000262856,0.000245076,0.000244818
1,512,0.000246199,0.000230708,0.000262783,0.00024622,0.000247214
1,512,0.000247226,0.000231697,0.00025721,0.000248527,0.000245844
1,512,0.000246478,0.000236331,0.000263442,0.00024623,0.000251013
1,512,0.000245801,0.000226952,0.000256735,0.000246995,0.000246824
1,512,0.00024635,0.000233908,0.000258834,0.000247181,0.000251981
1,512,0.000245431,0.000233852,0.000253748,0.000246876,0.00024234
1,512,0.000247058,0.000234195,0.000258902,0.000248255,0.000251972
1,512,0.000245693,0.000236233,0.00026422,0.000246028,0.000248496
1,512,0.000246565,0.000232454,0.000261327,0.000245642,0.000240143
1,512,0.000247844,0.000234888,0.000262876,0.000248032,0.000239521
1,512,0.00024526,0.00023469,0.000260348,0.000244774,0.000240672
1,512,0.000245243,0.000229991,0.000258287,0.000245004,0.000236906
1,512,0.00024441,0.000232787,0.000256012,0.000244884,0.000236987
1,512,0.000244465,0.000231525,0.000254567,0.00024518,0.000237141
1,512,0.000244863,0.000229957,0.000259512,0.000244338,0.000237959
1,512,0.000244714,0.000229686,0.000255922,0.000245202,0.000229686
1,512,0.000245419,0.000233434,0.000259563,0.000245465,0.000234399
1,512,0.000243904,0.000233493,0.000254116,0.000244308,0.0002367
1,512,0.000244546,0.000233381,0.000257202,0.000245059,0.000245772
1,512,0.00024361,0.000230451,0.000251403,0.000244182,0.00024153
1,512,0.00024437,0.000232111,0.000253875,0.000245288,0.00024719
1,512,0.000245418,0.000235707,0.000254469,0.000247527,0.000248139
1,512,0.000245444,0.000231166,0.000254317,0.000246622,0.000247576
1,512,0.000244482,0.00023478,0.000252556,0.000245501,0.000244421
1,512,0.000244662,0.000233153,0.000252024,0.000245615,0.000247522
1,512,0.000245505,0.000234177,0.000253402,0.000247098,0.000243617
1,512,0.000244853,0.000232324,0.00025265,0.000245953,0.000250045
1,512,0.000244726,0.000231243,0.000254879,0.00024643,0.000242865
1,512,0.000245995,0.000234989,0.000257807,0.000246222,0.000246989
1,512,0.000244771,0.000233667,0.000260652,0.000245543,0.000242394
1,512,0.000245308,0.000232044,0.000256416,0.000246577,0.000251094
1,512,0.000244893,0.000234555,0.00025242,0.000246723,0.000237376
1,512,0.000244409,0.000233125,0.000252091,0.000245582,0.000249138
1,512,0.000246172,0.000235849,0.000260399,0.000247014,0.000235849
1,512,0.000244328,0.000230206,0.00025545,0.0002447,0.000250902
1,512,0.000244391,0.000231383,0.000255458,0.000245727,0.000233947
1,512,0.00024379,0.000230169,0.00025232,0.000244244,0.000250575
1,512,0.000245022,0.000231457,0.000253923,0.000246527,0.000246222
1,512,0.000245834,0.000234842,0.000254792,0.000246324,0.000249263
1,512,0.000245732,0.000234127,0.000253349,0.000246319,0.000247177
1,512,0.000245494,0.000234841,0.000254386,0.000246589,0.000246387
1,512,0.000245045,0.000232268,0.00025747,0.000245727,0.000238366
1,512,0.000256376,0.000233508,0.000314577,0.000247885,0.000244919
1,512,0.000246442,0.00023646,0.000259525,0.000245948,0.000237839
1,512,0.000246724,0.000236379,0.00026004,0.000246601,0.000253036
1,512,0.00024698,0.000233595,0.000259291,0.000247614,0.000246876
1,512,0.000245591,0.000232922,0.000258844,0.00024585,0.000245846
1,512,0.000245158,0.000233894,0.000257285,0.000245505,0.000243444
1,512,0.000245022,0.000232959,0.000256789,0.00024477,0.000244379
1,512,0.000247285,0.000235508,0.000260274,0.000247931,0.000249242
