run_id,0_Avg-Duration_s,0_Min-Duration_s,0_Max-Duration_s,0_Median-Duration_s,0_MainRank-Duration_s
1,0.000400142,0.000398533,0.000401375,0.00040033,0.000401149
1,0.000407444,0.000405129,0.000409196,0.000407726,0.000408563
1,0.000393175,0.000389653,0.00039548,0.000393783,0.000389653
1,0.000399019,0.000398653,0.000399398,0.000399013,0.000399351
1,0.000402885,0.000401255,0.000403999,0.000403143,0.000403232
1,0.000399074,0.000398547,0.000399457,0.000399147,0.000399029
1,0.000393927,0.000391188,0.000395936,0.000394291,0.000391188
1,0.000409424,0.000408919,0.00041012,0.000409329,0.000409398
1,0.000392365,0.000391892,0.000392684,0.000392442,0.000391892
1,0.000406778,0.000403304,0.000409474,0.000407167,0.000406073
1,0.000399209,0.00039869,0.000399614,0.000399265,0.000399155
1,0.000395907,0.000394717,0.000397879,0.000395515,0.000396155
1,0.000404792,0.000402719,0.000406267,0.000405092,0.000402719
1,0.000397044,0.000396438,0.000397559,0.00039709,0.000396438
1,0.000403602,0.000403145,0.000404195,0.000403535,0.000404195
1,0.000398756,0.000397355,0.000400838,0.000398415,0.000397355
1,0.000405557,0.000404123,0.000407314,0.000405395,0.000406642
1,0.000402726,0.000400649,0.000403834,0.000403211,0.000403834
1,0.000394186,0.000393791,0.000394811,0.000394071,0.000394811
1,0.000400834,0.000399643,0.000401445,0.000401124,0.000399643
1,0.000409255,0.000408179,0.000410518,0.000409162,0.000409925
1,0.000397437,0.000396339,0.00039795,0.000397729,0.000397563
1,0.000393402,0.000392363,0.000394623,0.000393311,0.000394623
1,0.000400309,0.000399111,0.000401402,0.000400363,0.000400281
1,0.000404109,0.000401715,0.000406962,0.000403879,0.000401715
1,0.000401321,0.000399527,0.000402767,0.000401494,0.000402402
1,0.000397488,0.000395682,0.000398843,0.000397714,0.000397585
1,0.000408555,0.000408392,0.000408672,0.000408579,0.000408554
1,0.000395353,0.00039404,0.000397092,0.000395141,0.000397092
1,0.000396573,0.00039568,0.000397339,0.000396637,0.000397339
1,0.000397426,0.000396011,0.000398223,0.000397735,0.000397657
1,0.000400229,0.000399435,0.000401384,0.00040005,0.000400279
1,0.000393713,0.000392562,0.000394749,0.00039377,0.000394749
1,0.000399646,0.000398386,0.000400526,0.000399835,0.000399678
1,0.00039947,0.000397319,0.00040031,0.000400124,0.00040031
1,0.000408427,0.000407877,0.000409088,0.000408371,0.000409088
1,0.000398914,0.000398363,0.00039986,0.000398717,0.000398449
1,0.000395959,0.000394756,0.00039686,0.000396111,0.000394756
1,0.000398569,0.000397346,0.000399627,0.000398652,0.000397346
1,0.000398831,0.000398376,0.000399394,0.000398776,0.00039846
1,0.000401268,0.000400075,0.000402702,0.000401148,0.000401769
1,0.000408336,0.000407362,0.000410506,0.000407737,0.000410506
1,0.000397328,0.00039556,0.000398498,0.000397627,0.000397201
1,0.000400318,0.000396939,0.000402699,0.000400817,0.000399801
1,0.000397313,0.000396533,0.000398309,0.000397204,0.00039784
1,0.000408453,0.000406832,0.000409468,0.000408755,0.000409468
1,0.000400061,0.000399279,0.000401747,0.00039961,0.000401747
1,0.000399203,0.000397542,0.000399992,0.000399639,0.000399374
1,0.000394644,0.000394442,0.00039484,0.000394646,0.000394442
1,0.000408214,0.000407682,0.000408946,0.000408113,0.000408203
1,0.000394091,0.000393261,0.000394926,0.000394088,0.000394506
1,0.000401476,0.000398962,0.000403625,0.000401659,0.00040088
1,0.00039625,0.000395479,0.000397058,0.000396231,0.000395926
1,0.000410388,0.000409529,0.000412121,0.000409952,0.000410205
1,0.00039485,0.000394121,0.000396193,0.000394543,0.000396193
1,0.000400962,0.000399828,0.000402238,0.00040089,0.00040094
1,0.000400681,0.000398249,0.000402548,0.000400964,0.000400746
1,0.000400207,0.000398463,0.000401399,0.000400482,0.000398463
1,0.00039444,0.000390266,0.000397242,0.000395126,0.000390266
1,0.000399031,0.000398266,0.00039951,0.000399175,0.00039949
1,0.000393357,0.000389167,0.000396127,0.000394068,0.000389167
1,0.00040463,0.000401528,0.000407009,0.000404992,0.000403169
1,0.000396747,0.000394886,0.000397829,0.000397137,0.000394886
1,0.000394904,0.00039149,0.000397631,0.000395247,0.00039149
1,0.000393973,0.000389515,0.000395951,0.000395213,0.000389515
1,0.000405001,0.000403233,0.00040606,0.000405356,0.000403233
1,0.000402137,0.000399805,0.000404347,0.000402198,0.000402836
1,0.000395922,0.000395231,0.000396383,0.000396036,0.000395905
1,0.000395144,0.000393696,0.000398011,0.000394435,0.000393878
1,0.000398357,0.000396052,0.000399728,0.000398823,0.000396052
1,0.000397595,0.0003968,0.000398192,0.000397694,0.0003968
1,0.000404744,0.000401984,0.000407106,0.000404943,0.000402941
1,0.000395418,0.000394036,0.000396016,0.00039581,0.000394036
1,0.000393719,0.000390192,0.000396926,0.00039388,0.000390192
1,0.00039361,0.000392029,0.000395557,0.000393427,0.000395557
1,0.000399969,0.000398034,0.000401044,0.0004004,0.000400309
1,0.000404204,0.000401511,0.000407394,0.000403955,0.000401991
1,0.00039851,0.000397392,0.000399392,0.000398628,0.000397392
1,0.000399509,0.000398858,0.000400045,0.000399566,0.000398858
1,0.000395453,0.000394606,0.000395972,0.000395617,0.000394606
1,0.000401467,0.000398614,0.000403079,0.000402089,0.000398614
1,0.000393636,0.000390734,0.000396527,0.000393641,0.000390734
1,0.000393649,0.00039203,0.000394297,0.000394135,0.00039203
1,0.000397906,0.000396662,0.000399274,0.000397843,0.000396784
1,0.000401544,0.000400691,0.000403322,0.000401083,0.000400691
1,0.000393424,0.000392889,0.000394143,0.000393333,0.000394143
1,0.000403364,0.000400737,0.000406427,0.000403146,0.000401334
1,0.000396496,0.000395288,0.000397801,0.000396447,0.000395288
1,0.000399338,0.00039858,0.000400066,0.000399353,0.00039858
1,0.000396354,0.000395345,0.000397188,0.000396443,0.000395345
1,0.000399198,0.000398402,0.00039968,0.000399354,0.000398402
1,0.00039445,0.000393932,0.000394933,0.000394468,0.000394208
1,0.000409507,0.000409016,0.000409817,0.000409598,0.000409817
1,0.000394893,0.000393525,0.000395994,0.000395027,0.000394899
1,0.000406435,0.000406357,0.000406519,0.000406432,0.000406519
1,0.000392751,0.000389403,0.000394519,0.000393541,0.000389403
1,0.000392796,0.000389976,0.000394047,0.00039358,0.000389976
1,0.00039324,0.000392209,0.000393932,0.00039341,0.000393932
1,0.000407965,0.000407366,0.000408572,0.000407961,0.00040747
1,0.000397151,0.000395718,0.000398296,0.000397295,0.000398296
1,0.000395115,0.000394229,0.000396183,0.000395025,0.000394605
1,0.000393448,0.000393274,0.000393574,0.000393473,0.000393493
1,0.000408377,0.000405111,0.0004104,0.000408998,0.000405111
1,0.000395388,0.000394617,0.000396446,0.000395244,0.000396446
1,0.000400318,0.000399503,0.000401008,0.00040038,0.000401008
1,0.00039367,0.000392865,0.000395383,0.000393216,0.000395383
1,0.000399347,0.000397559,0.000400281,0.000399775,0.000399658
1,0.00039798,0.000396969,0.000399651,0.00039765,0.000396969
1,0.000407462,0.000404037,0.000409615,0.000408099,0.000409615
1,0.000392115,0.000388562,0.000394301,0.000392799,0.000388562
1,0.000397965,0.000397345,0.000399061,0.000397728,0.000399061
1,0.000392154,0.000388822,0.000393985,0.000392904,0.000388822
1,0.000404998,0.000403248,0.000406436,0.000405153,0.000403248
1,0.000401185,0.000399829,0.000402715,0.000401099,0.000401973
1,0.000399854,0.000398953,0.000401006,0.000399728,0.000399068
1,0.000399479,0.000398874,0.000400458,0.000399292,0.000399325
1,0.000408738,0.000407754,0.000409391,0.000408904,0.000409391
1,0.000393954,0.000392514,0.000396129,0.000393588,0.000396129
1,0.000398308,0.000397329,0.000399984,0.000397959,0.000399984
1,0.000393117,0.000391769,0.000393914,0.000393392,0.000393881
1,0.000403795,0.000401455,0.000406843,0.000403441,0.000401785
1,0.000399939,0.000398405,0.000401248,0.000400053,0.000398405
1,0.000398649,0.000397505,0.000400121,0.000398485,0.000397727
1,0.000400668,0.000397992,0.000402555,0.000401062,0.000402555
1,0.00039759,0.000395219,0.000399294,0.000397924,0.000395219
1,0.000401556,0.000398621,0.000404379,0.000401611,0.00039987
1,0.000396595,0.000396025,0.00039712,0.000396617,0.000396464
1,0.000399831,0.000399194,0.000400546,0.000399792,0.000400546
1,0.000403628,0.000401007,0.000406126,0.00040369,0.000402085
1,0.000399431,0.000398678,0.000400081,0.000399482,0.000400081
1,0.00040498,0.000402925,0.000407315,0.00040484,0.000405395
1,0.000399109,0.000396628,0.000400573,0.000399617,0.000399906
1,0.000399105,0.000397231,0.000401031,0.000399079,0.000398365
1,0.000400551,0.000399381,0.000402264,0.000400279,0.000401001
1,0.000392765,0.00038933,0.000394799,0.000393465,0.00038933
1,0.000396881,0.000396252,0.000397463,0.000396904,0.000397463
1,0.000393457,0.000392933,0.000393814,0.00039354,0.000393814
1,0.000395594,0.00039386,0.000397024,0.000395745,0.00039386
1,0.000401726,0.000400196,0.000403551,0.000401577,0.000402005
1,0.000407731,0.000406825,0.000408569,0.000407766,0.000408569
1,0.000398031,0.000397052,0.000399208,0.000397931,0.000399208
1,0.000392324,0.000391731,0.00039323,0.000392167,0.00039323
1,0.000398419,0.000397305,0.000398855,0.000398757,0.000398855
1,0.000401262,0.000399918,0.000403204,0.000400964,0.000401054
1,0.000396647,0.000395841,0.000397453,0.000396647,0.000395841
1,0.000393412,0.000390748,0.000395972,0.000393464,0.000390748
1,0.00040114,0.000400672,0.000401787,0.00040105,0.000401787
1,0.000405463,0.000405169,0.000406014,0.000405335,0.00040531
1,0.000399431,0.000398471,0.000400279,0.000399487,0.000399991
1,0.000393793,0.000392566,0.000395151,0.000393728,0.000395151
1,0.000396797,0.000396322,0.000397361,0.000396752,0.000396322
1,0.000398306,0.000397363,0.00039895,0.000398456,0.000397363
1,0.000398104,0.00039699,0.000398702,0.000398361,0.00039699
1,0.000406133,0.000403958,0.000407044,0.000406764,0.00040671
1,0.000396252,0.000395094,0.000397325,0.000396295,0.000395658
1,0.00040568,0.000404784,0.000406416,0.00040576,0.000406416
1,0.000393117,0.000390248,0.000394515,0.000393852,0.000390248
1,0.000392821,0.000390375,0.000393774,0.000393567,0.000390375
1,0.000400187,0.000399417,0.000401434,0.000399949,0.000400066
1,0.000405503,0.000402639,0.000407116,0.000406128,0.000402639
1,0.00039372,0.000392968,0.000394403,0.000393756,0.000394403
1,0.000408977,0.000408026,0.000409676,0.000409103,0.000409241
1,0.000393833,0.000393018,0.000394418,0.000393948,0.000393967
1,0.000396615,0.000393872,0.000397877,0.000397355,0.000397877
1,0.000397712,0.000396892,0.000398646,0.000397655,0.000396892
1,0.000396704,0.000395565,0.000397313,0.000396968,0.000395565
1,0.000394562,0.000393806,0.000395549,0.000394446,0.000395549
1,0.000399218,0.000396957,0.000402793,0.000398561,0.000398138
1,0.000398976,0.000398163,0.000400196,0.000398772,0.000398197
1,0.000398725,0.000397364,0.000399791,0.000398874,0.000397364
1,0.000395541,0.000394151,0.000396192,0.00039591,0.000394151
1,0.000398749,0.000397046,0.000399698,0.000399126,0.000397046
1,0.000395449,0.000394604,0.000396462,0.000395366,0.000394604
1,0.000399001,0.00039853,0.000399326,0.000399074,0.00039853
1,0.000396463,0.000395769,0.000397576,0.000396253,0.000395769
1,0.000399438,0.000398874,0.000399905,0.000399487,0.000398874
1,0.000394551,0.000393285,0.000395536,0.000394692,0.000395536
1,0.000398942,0.000397486,0.000400262,0.000399009,0.000397486
1,0.000393553,0.000392229,0.000394919,0.000393532,0.000394919
1,0.000397178,0.000395685,0.000398669,0.000397179,0.000397435
1,0.000392929,0.000392467,0.000393726,0.000392761,0.000393726
1,0.000400523,0.000399984,0.000401314,0.000400397,0.000399984
1,0.000393245,0.000393055,0.000393545,0.00039319,0.000393545
1,0.000397839,0.000396316,0.00039906,0.00039799,0.000396316
1,0.000394766,0.000394378,0.000395354,0.000394666,0.000394378
1,0.000398267,0.000397681,0.000398836,0.000398276,0.000397681
1,0.000398657,0.000397833,0.00039937,0.000398712,0.000397833
1,0.000398625,0.000397009,0.000399398,0.000399047,0.000397009
1,0.00039826,0.000397204,0.000399507,0.000398164,0.000397204
1,0.000399826,0.000398381,0.000400589,0.000400167,0.000398381
1,0.000400176,0.000398059,0.000401907,0.000400369,0.000401907
1,0.000405095,0.000403159,0.000406021,0.000405601,0.000406021
1,0.000397573,0.000395786,0.000398726,0.00039789,0.000398726
1,0.000392813,0.000392264,0.00039337,0.000392808,0.00039337
1,0.000394277,0.000393856,0.000394669,0.000394292,0.000394339
1,0.000398094,0.000395801,0.00040035,0.000398112,0.00040035
1,0.000390861,0.00038908,0.000393001,0.000390681,0.00038908
1,0.000399624,0.000398349,0.000400674,0.000399736,0.000400674
1,0.000392914,0.000391709,0.000394395,0.000392776,0.000394395
1,0.000398262,0.000396422,0.000399394,0.000398616,0.000398246
1,0.000398948,0.000397869,0.000400496,0.000398713,0.000400496
1,0.000395993,0.000395318,0.000397075,0.00039579,0.00039612
1,0.000402803,0.00040121,0.000404119,0.000402941,0.00040268
1,0.000395689,0.000395211,0.000396655,0.000395445,0.000395424
1,0.000400802,0.000399647,0.000401988,0.000400786,0.000401425
1,0.000399918,0.000398908,0.000400922,0.000399922,0.000400922
1,0.000407452,0.000406364,0.000408528,0.000407458,0.000408048
1,0.000401477,0.000399727,0.000403961,0.000401109,0.000399896
1,0.000398875,0.000398257,0.000399793,0.000398725,0.000398948
1,0.000393239,0.000392128,0.000394435,0.000393196,0.000393459
1,0.000400153,0.000398427,0.000401606,0.00040029,0.000401606
1,0.000395268,0.00039334,0.000396505,0.000395613,0.000395644
1,0.000399852,0.000398708,0.000400749,0.000399975,0.000400749
1,0.000393544,0.000392676,0.000394895,0.000393303,0.000393783
1,0.000407516,0.000406814,0.000408693,0.000407278,0.000407554
1,0.000402273,0.000401383,0.000403582,0.000402064,0.000403582
1,0.000397889,0.000396745,0.000399532,0.000397639,0.000397793
1,0.00040093,0.000399297,0.000402692,0.000400866,0.000399297
1,0.00039828,0.000397006,0.000398958,0.000398577,0.000397006
1,0.000397982,0.000396722,0.000398723,0.000398242,0.000396722
1,0.000403726,0.000403109,0.00040471,0.000403543,0.000403109
1,0.000393618,0.000393001,0.000394142,0.000393664,0.000394142
